,Title,Cast,Director,Release Date,Running Time,Country,Production Company,IMDb Score,Genre,Description,Box Office,Wins_Nominations,IMDb Votes,Rated,Type
576,Fear Street Part Two: 1978,"Sadie Sink, Emily Rudd, Ryan Simpkins",Leigh Janiak,"['July 8, 2021 ', 'July 9, 2021 ']",110 minutes,United States,20th Century Studios Chernin Entertainment,6.7,"Drama, Horror, Mystery","Shadyside, 1978. School's out for summer and the activities at Camp Nightwing are about to begin. But when another Shadysider is possessed with the urge to kill, the fun in the sun becomes a gruesome fight for survival.",,1 win & 3 nominations,"71,746",R,movie
577,Last Summer,"Fatih Berk Sahin, Ece Çesmioglu, Halit Özgür Sari",Ozan Açıktan,,101 minutes,Turkey,"['OG Medya', 'OGM Pictures', 'PToT Films']",6.3,"Drama, Romance","During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle.",,N/A,"3,313",TV-14,movie
578,A Classic Horror Story,"Matilda Anna Ingrid Lutz, Francesco Russo, Peppino Mazzotta","['Roberto De Feo', 'Paolo Strippoli']",,95 minutes,Italy,Colorado Film,5.7,"Drama, Horror, Mystery","In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.",,1 win & 5 nominations,"20,862",TV-MA,movie
579,A Perfect Fit,"Nadya Arina, Refal Hady, Giorgino Abraham",Hadrah Daeng Ratu,,112 minutes,Indonesia,"['StarVision Plus', 'Netflix']",5.4,"Comedy, Drama, Romance","Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",,6 nominations,673,TV-PG,movie
580,My Amanda,"Alessandra De Rossi, Piolo Pascual, Luz Valdez",Alessandra de Rossi,,89 minutes,Philippines,Spring Films AWOO,5.8,"Drama, Romance","Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",,2 wins & 14 nominations,366,TV-14,movie
581,Deep,"Panisara Rikulsurakan, Kay Lertsittichai, Supanaree Sutavijitvong",,,101 minutes,Thailand,Transformation Films,4.9,"Drama, Mystery, Sci-Fi",Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before it's too late.,,N/A,"1,715",TV-MA,movie
582,Fear Street: Part Three: 1666,"Kiana Madeira, Ashley Zukerman, Gillian Jacobs",Leigh Janiak,"['July 14, 2021 ', 'July 16, 2021 ']",114 minutes,United States,20th Century Studios Chernin Entertainment,6.6,"Horror, Mystery",The origins of Sarah Fier's curse are finally revealed as history comes full circle on a night that changes the lives of Shadysiders forever.,,1 win & 2 nominations,"60,023",R,movie
583,Trollhunters: Rise of the Titans,"Steve Alterman, Kay Bess, Brian Blessed","['Johane Matte', 'Francisco Ruiz Velasco', 'Andrew Schmidt']",,106 minutes,"United States, Mexico","['DreamWorks Animation Television', 'Double Dare You Productions']",6.6,"Animation, Action, Adventure",The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.,,4 nominations,"5,710",TV-Y7,movie
584,Blood Red Sky,"Peri Baumeister, Carl Anton Koch, Alexander Scheer",Peter Thorwarth,,121 minutes,"Germany, United States",Rat Pack Filmproduktion,6.1,"Action, Adventure, Drama",A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,,1 nomination,"53,011",TV-MA,movie
585,Bankrolled,"Aldo Escalante Ochoa, Ricardo Polanco, Natalia Téllez",Marcos Bucay,,97 minutes,Mexico,"['Fosforescente', 'Happy Shop']",4.1,Comedy,Two directionless millennial bros get high and pitch a bold new social justice app that raises millions. Now they have to come up with the app.,,N/A,345,TV-MA,movie
586,Bartkowiak,"Józef Pawlowski, Zofia Domalik, Szymon Bobrowski",,,91 minutes,Poland,Lightcraft,5.1,"Action, Crime, Sport","After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub and soon learns his sibling's death wasn't an accident.",,N/A,"1,371",TV-MA,movie
587,Resort to Love,"Christina Milian, Tymberlee Hill, Kayne Lee Harrison",Steven Tsuchida,,101 minutes,United States,"['AK Worldwide', 'The Malina Yarn Company', 'Story Ink']",5.7,"Comedy, Romance","Erica, who ends up as the entertainment at her ex-fiancé's wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.",,1 win,"6,564",PG,movie
588,The Last Mercenary,"Jean-Claude Van Damme, Alban Ivanov, Samir Decazza",David Charhon,,110 minutes,France,,5.3,"Action, Adventure, Comedy","A mysterious former secret service agent must urgently return to France when his estranged son is falsely accused of arms and drug trafficking by the government, following a blunder by an overzealous bureaucrat and a mafia operation.",,N/A,"9,452",TV-MA,movie
589,The Kissing Booth 3,"Joey King, Joel Courtney, Jacob Elordi",Vince Marcello,,113 minutes,"United Kingdom, United States","['Picture Loom Productions', 'Clearblack Films', 'Komixx Entertainment']",4.8,"Comedy, Romance","It's the summer before Elle Evans is set to head off to college, and she has a big decision to make.",,N/A,"20,138",TV-14,movie
590,Beckett,"John David Washington, Boyd Holbrook, Vicky Krieps",Ferdinando Cito Filomarino,"['August 4, 2021 ', 'August 13, 2021 ']",108 minutes,"Italy, Brazil","['Frenesy Film Company', 'MeMo', 'Rai Cinema', 'RT Features', 'Wise Pictures']",5.7,"Action, Crime, Drama","Following a tragic car accident in Greece, an American tourist finds himself at the center of a dangerous political conspiracy and on the run for his life.",,1 nomination,"27,751",TV-MA,movie
591,Black Island,"Philip Froissant, Alice Dwyer, Hanns Zischler",Miguel Alexandre,,1h 44minutes,Germany,"['Netflix', 'Odeon Fiction']",5.2,"Drama, Mystery, Thriller",The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.,,N/A,"3,225",TV-MA,movie
592,The Secret Diary of an Exchange Student,"Larissa Manoela, Thati Lopes, Bruno Montaleone",,,96 minutes,Brazil,,5.4,"Comedy, Romance","Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?",,1 win,"1,042",TV-14,movie
593,Sweet Girl,"Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo",Brian Andrew Mendoza,,110 minutes,United States,"['ASAP Entertainment', 'On The Roam', 'Pride of Gypsies']",5.5,"Action, Drama, Thriller",A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left: his daughter.,,N/A,"34,222",R,movie
594,The Loud House Movie,"Asher Bishop, David Tennant, Michelle Gomez",Dave Needham,,87 minutes,"United States, United Kingdom, Spain, Mexico",Nickelodeon Movies,6.1,"Animation, Adventure, Comedy","With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey.",,2 nominations,"2,583",TV-Y7,movie
595,The Witcher: Nightmare of the Wolf,"Theo James, Mary McDonnell, Lara Pulver",Kwang Il Han,,83 minutes,"South Korea, United States, Japan, Poland, China","['Studio Mir', 'Little Schmidt Productions', 'Platige Image', 'Hivemind']",7.2,"Animation, Action, Adventure","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",,1 nomination,"48,493",TV-MA,movie
596,He's All That,"Addison Rae, Tanner Buchanan, Madison Pettis",Mark Waters,"['August 25, 2021 ', 'August 27, 2021 ']",91 minutes,United States,"['Miramax', 'Ethea Entertainment']",4.4,"Comedy, Romance","A teenage girl sets out to give a nebbish classmate the ultimate high school makeover. An updated remake of the 1999 film, 'She's All That.'",,N/A,"27,452",TV-14,movie
597,Afterlife of the Party,"Victoria Justice, Midori Francis, Robyn Scott",Stephen Herek,,109 minutes,United States,"['Front Row Films', 'DAE Light Media']",5.8,"Comedy, Drama, Fantasy","During her birthday week, a young female party planner unfortunately dies. Now she must assist a specific selection of people who were in her life in order to move herself to the Above (or Heaven).",,1 win,"10,203",TV-PG,movie
598,JJ+E,"Mustapha Aarab, Elsa Öhrn, Jonay Pineda Skallak",Alexis Almström,,90 minutes,Sweden,"['Filmlance International AB', 'Netflix Studios', 'Sveriges Television ']",5.4,"Drama, Romance","Two youngsters are raised in the same city, yet they live light years apart, separated economically, socially and culturally. That is until the day they start in the same high school class.",,1 win & 2 nominations,"2,166",TV-14,movie
599,Kate,"Mary Elizabeth Winstead, Woody Harrelson, Miku Martineau",Cedric Nicolas-Troyan,,106 minutes,United States,"['87North Productions', 'Clubhouse Pictures']",6.2,"Action, Adventure, Crime",A jaded assassin assigned to target a yakuza clan has 24 hours to find out who poisoned her and get vengeance before she dies.,,1 nomination,"68,024",R,movie
600,Prey,"Amber Midthunder, Dakota Beavers, Dane DiLiegro",Thomas Sieben,,87 minutes,United States,Senator Film Produktion,7.1,"Action, Adventure, Drama","Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.",,Nominated for 6 Primetime Emmys. 7 wins & 29 nominations total,"213,963",R,movie
601,Nightbooks,"Winslow Fegley, Lidya Jewett, Krysten Ritter",David Yarovesky,,103 minutes,United States,"['Ghost House Pictures', 'MXN Entertainment', 'Catchlight Studios']",5.8,"Family, Fantasy, Horror","Alex, a boy obsessed with scary stories, is imprisoned by an evil young witch in her contemporary New York City apartment.",,1 nomination,"10,025",TV-PG,movie
602,Ankahi Kahaniya,"Abhishek Banerjee, T.J. Bhanu, Nikhil Dwivedi",Abhishek Chaubey Saket Chaudhary Ashwiny Iyer Tiwari,,110 minutes,India,Flying Unicorn Entertainment RSVP Movies,5.5,"Drama, Romance","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",,1 nomination,980,TV-14,movie
603,Confessions of an Invisible Girl,"Lucca Picon, Marcus Bessa, Caio Cabral",Bruno Garotti,,91 minutes,Brazil,,5.2,"Comedy, Drama","When the clever but socially-awkward Tetê joins a new school, she'll do anything to fit in. But the queen bee among her classmates has other ideas.",,2 nominations,"1,296",TV-PG,movie
604,Intrusion,"Freida Pinto, Logan Marshall-Green, Robert John Burke",Adam Salky,,92 minutes,United States,"['Creator Media Entertainment', 'Sea Smoke Entertainment', 'EMJAG Productions']",5.3,"Action, Drama, Mystery","A woman moves to a small town with her husband, but is rattled when she is targeted for a home invasion.",,1 win,"20,041",TV-14,movie
605,The Starling,"Melissa McCarthy, Chris O'Dowd, Kevin Kline",Theodore Melfi,"['September 12, 2021 ', 'September 17, 2021']",103 minutes,United States,"['Limelight', 'Entertainment One', 'Boies/Schiller Film Group']",6.4,"Comedy, Drama","After Lilly suffers a loss, a combative Starling takes nest beside her quiet home. The feisty bird taunts and attacks the grief-stricken Lilly. On her journey to expel the Starling, she rediscovers her will to live and capacity fo...",,2 wins,"14,638",PG-13,movie
606,Friendzone,"Mickaël Lumière, Manon Azem, Fadily Camara",Charles Van Tieghem,,88 minutes,France,Telfrance,5.9,"Comedy, Romance",Hopeful romantic Thibault believes his luck could change when sparks fly between him and Rose. But can he go from bestie to boyfriend.,,N/A,"4,152",TV-MA,movie
607,No One Gets Out Alive,"Phil Robertson, Joana Borja, Victoria Alcock",Santiago Menghini,,87 minutes,United Kingdom,The Imaginarium,5.4,"Drama, Horror, Mystery","After being forced to take a room in a boardinghouse, an immigrant in search of the American Dream finds herself in a nightmare she can't escape.",,N/A,"19,485",R,movie
608,Sounds Like Love,"María Valverde, Álex González, Elisabet Casanovas",Juana Macías,,111 minutes,Spain,Zeta Studios,5.4,"Comedy, Music, Romance","Fashion assistant Maca has just about got her life together after a devastating breakup, when Leo, the man who broke her heart returns. Seeking support from best friends, Adriana and Jime, all three will learn love can be complica...",,N/A,"2,588",TV-MA,movie
609,nan,"Paul Reid, Emer Hedderman, Rosalie Craig",,,,United Kingdom,,4.8,Comedy,Catherine Tate's iconic character Nan hits the big screen as she goes on a wild road trip from London to Ireland with her grandson Jamie to make amends with her estranged sister Nell.,,1 win & 2 nominations,"1,377",N/A,movie
610,Forever Rich,"Matteo van der Grijn, Jonas Smulders, Hadewych Minis",,,189 minutes,Netherlands,Fiction Valley,5.6,"Comedy, Crime, Drama","When Richie's watch is stolen in a violent robbery and humiliating images of the encounter go viral, the rapper has to fix his reputation to save his career.",,3 nominations,"1,454",TV-MA,movie
611,Swallow,"Haley Bennett, Austin Stowell, Denis O'Hare",Kunle Afolayan,,128 minutes,"United States, France",Netflix,6.5,"Drama, Thriller","Hunter, a newly pregnant housewife, finds herself increasingly compelled to consume dangerous objects. As her husband and his family tighten their control over her life, she must confront the dark secret behind her new obsession.",,16 wins & 22 nominations,"26,878",R,movie
612,The Guilty,"Jake Gyllenhaal, Riley Keough, Peter Sarsgaard",Antoine Fuqua,"['September 11, 2021 ', 'September 24, 2021 ']",90 minutes,United States,"['Bold Films', 'Amet Entertainment', 'Capstone Pictures', 'Nine Stories Productions', 'Fuqua Films']",6.3,"Crime, Drama, Thriller",A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,,N/A,"141,126",R,movie
613,There's Someone Inside Your House,"Sydney Park, Théodore Pellerin, Asjha Cooper",Patrick Brice,"['September 23, 2021 ', 'October 6, 2021 ']",96 minutes,"United States, Canada","['Atomic Monster', '21 Laps Entertainment']",4.9,"Horror, Mystery, Thriller","The graduating class at Osborne High is being targeted by a masked assailant, intent on exposing the darkest secret of each victim, and only a group of misfit outsiders can stop the killings.",,1 nomination,"18,661",TV-MA,movie
614,Grudge,"Yilmaz Erdogan, Ahmet Mümtaz Taylan, Cem Yigit Uzümoglu",Türkan Derya,,,Turkey,BKM Film,5.5,"Crime, Drama, Mystery","After been in line for a promotion due to his arrest of a gang in Istanbul, the Captain of the Police is set by someone who apparently has a grudge against the him concerning one of his past cases.",,N/A,"4,664",TV-MA,movie
615,"My Brother, My Sister","Alessandro Preziosi, Claudia Pandolfi, Stella Egitto",Roberto Capucci,,110 minutes,Italy,"['Lotus Production', 'Mediaset']",6.0,Drama,"When their father's will forces them to live together, siblings Nik and Tesla and Tesla's kids try to overcome their differences to become a family.",,N/A,"1,110",TV-14,movie
616,Bright: Samurai Soul,"Simu Liu, Matthew Yang King, Keone Young",Kyōhei Ishiguro,,80 minutes,"United States, Japan",Arect,5.5,"Animation, Action, Adventure","Izo, a Ronin, and Raiden, an orc, work to bring a young elf girl and the wand she carries to the land of the elves in the north.",,N/A,"1,009",TV-14,movie
