,Title,Description,Genre,Rated,Running Time(mins),Release Date,Director,Cast,Primary Country,International,Lead Production Company,Multiple Production Companies,Wins,Nominations,IMDb Votes,IMDb Score,Plot
831,They Cloned Tyrone,A series of eerie events thrusts an unlikely trio onto the trail of a nefarious government conspiracy in this pulpy mystery caper.,"Action, Comedy, Mystery",Mature Audiences,119,2023-06-14,Juel Taylor,"John Boyega, Jamie Foxx, Teyonah Parris",United States,0,MACRO Media,0,0,0,21529.0,6.7,A series of eerie events thrusts an unlikely trio onto the trail of a nefarious government conspiracy in this pulpy mystery caper.
832,Happiness for Beginners,"Helen signs up for a wilderness survival course, a year after getting divorced. She discovers through this experience that sometimes, you have to get really lost in order to find yourself.","Comedy, Drama, Romance",Mature Audiences,103,2023-07-27,Vicky Wight,"Ellie Kemper, Luke Grimes, Nico Santos",United States,0,Cranetown Media,0,0,0,10549.0,6.0,"Helen signs up for a wilderness survival course, a year after getting divorced. She discovers through this experience that sometimes, you have to get really lost in order to find yourself."
833,Heart of Stone,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable and dangerous weapon.,"Action, Crime, Thriller",Parental Guidance,122,2023-08-11,Tom Harper,"Gal Gadot, Jamie Dornan, Alia Bhatt",United States,0,Skydance,1,0,0,28672.0,5.7,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable and dangerous weapon.
834,The Monkey King,"Inspired by an epic Chinese tale, translated into an action-packed comedy, a Monkey and his magical fighting Stick battle demons, dragons, gods and the greatest adversary of all - Monkey's ego.","Animation, Action, Adventure",Parental Guidance,96,2023-07-30,Anthony Stacchi,"Jimmy O. Yang, Bowen Yang, Jolie Hoang-Rappaport",China,1,Netflix,1,0,0,1865.0,5.8,"Inspired by an epic Chinese tale, translated into an action-packed comedy, a Monkey and his magical fighting Stick battle demons, dragons, gods and the greatest adversary of all - Monkey's ego."
835,You Are So Not Invited To My Bat Mitzvah,"It follows Stacey Friedman as she prepares for her bat mitzvah, but her plans comedically unravel and threaten to ruin the event.",Comedy,Parental Guidance,103,2023-08-25,Sammi Cohen,"Idina Menzel, Jackie Sandler, Adam Sandler",United States,0,Happy Madison Productions,1,0,0,,,"It follows Stacey Friedman as she prepares for her bat mitzvah, but her plans comedically unravel and threaten to ruin the event."
836,El Conde,"Centers on Augusto Pinochet who is not dead but an aged vampire. After living 250 years in this world, he has decided to die once and for all.","Comedy, Fantasy",Mature Audiences,110,2023-08-31,Pablo Larraín,"Alfredo Castro, Paula Luchsinger, Gloria Münchmeyer",Chile,0,Fábula,0,0,1,,,"Centers on Augusto Pinochet who is not dead but an aged vampire. After living 250 years in this world, he has decided to die once and for all."
837,Love at First Sight,A heart warming story of a lonely young man's increasingly creative attempts to attract the attention of the girl of his dreams.,"Short, Comedy, Drama",Not Rated,14,2011-06-22,Mark Playne,"Francesca Binefa, Manuela Martinez Camacho, Luis Moreno Frenandez",Spain,1,ACE Entertainment,0,42,10,452.0,6.6,A young man (Shane Zaza) arrives at his new apartment in a new town. His world is suddenly lit up when he spots his beautiful neighbour (Francesca Binefa) on the balcony opposite his new room. He tries desperately to be noticed yet she remains stubbornly oblivious to his infatuation. He is not giving up though and he has one more idea to try and catch her attention. A gentle film of hope and optimism.
838,Spy Kids: Armageddon,"The children of the world's greatest secret agents unwittingly help a powerful game developer unleash a computer virus that gives him control of all technology, leading them to become spies themselves to save their parents and the...","Action, Adventure, Comedy",Not Rated,108,2023-09-22,Robert Rodriguez,"Zachary Levi, Gina Rodriguez, Robert Rodriguez",United States,0,Skydance,1,0,0,,,"The children of the world's greatest secret agents unwittingly help a powerful game developer unleash a computer virus that gives him control of all technology, leading them to become spies themselves to save their parents and the..."
839,Nowhere,Follows a day in the lives of a group of Los Angeles high school students and the strange lives they lead.,"Comedy, Drama, Sci-Fi",Mature Audiences,82,1997-05-09,Gregg Araki,"James Duval, Rachel True, Nathan Bexton",France,1,Rock & Ruz,0,0,2,9742.0,6.5,"A group of teenagers try to sort out their lives and emotions while bizarre experiences happen to each one, including alien abductions, bad acid trips, bisexual experiences, suicides, bizarre deaths, and a rape by a TV star. All of this happens before ""the greatest party of the year""."
840,Reptile,"Schoolboys eat lunch and hang out like any other day, until a violent game begins to elicit more primal behaviour.",Short,Not Rated,6,2023-09-07,Grant Singer,"Luka Rhoderick, Marcel Laidlaw, Daniel A. Shroder",Australia,0,Black Label Media,0,1,1,,,"Schoolboys eat lunch and hang out like any other day, until a violent game begins to elicit more primal behaviour."
841,Fair Play,"The 1980s in Czechoslovakia. The young talented sprinter Anna (Judit Bárdos) is selected for the national team and starts training to qualify for the Olympic Games. As a part of the preparation she is placed in a secret ""medical p...","Drama, Sport",Not Rated,113,2023-01-20,Chloe Domont,"Judit Bárdos, Anna Geislerová, Roman Luknár",Czech Republic,1,T-Street Productions,1,1,21,1038.0,6.8,"The 1980s in Czechoslovakia. The young talented sprinter Anna (Judit Bárdos) is selected for the national team and starts training to qualify for the Olympic Games. As a part of the preparation she is placed in a secret ""medical programme"" where she's getting doped with anabolic steroids. Her performance is getting better, but after she collapses at the training, she learns the truth about the drugs. Anna decides to continue in her training without the steroids even though her mother (Anna Geislerova) is worried that she won't be able to keep up with other athletes and might not qualify for the Olympics, which she sees as the only chance for her daughter to escape from behind the Iron Curtain. After Anna finishes the last in the indoor race, her mother informs the coach (Roman Luknar) that Anna is no longer using steroids. They decide to apply the steroids to Anna secretly, pretending it's nothing but doses of harmless vitamins."
842,Pain Hustlers,Liza dreams of a better life for her and her daughter so she gets a job at a bankrupt pharmacy and Liza's guts catapult the company and her into the high life not knowing that she will soon be in the middle of a criminal conspiracy.,"Crime, Drama",Mature Audiences,122,2023-09-11,David Yates,"Emily Blunt, Chloe Coleman, Chris Evans",United States,1,Grey Matter Productions,1,0,0,,,Liza dreams of a better life for her and her daughter so she gets a job at a bankrupt pharmacy and Liza's guts catapult the company and her into the high life not knowing that she will soon be in the middle of a criminal conspiracy.
843,Nyad,"It tells the remarkable true story of athlete Diana Nyad who, at the age of 60 and with the help of her best friend and coach, commits to achieving her life-long dream: a 110-mile open ocean swim from Cuba to Florida.","Biography, Drama, Sport",Parental Guidance,121,2023-09-12,Jimmy Chin,"Jodie Foster, Rhys Ifans, Annette Bening",United States,0,Mad Chance Productions,1,0,1,,,"It tells the remarkable true story of athlete Diana Nyad who, at the age of 60 and with the help of her best friend and coach, commits to achieving her life-long dream: a 110-mile open ocean swim from Cuba to Florida."
844,The Killer,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,"Action, Crime, Drama",Mature Audiences,118,2023-09-03,John Woo,"Chow Yun-Fat, Danny Lee, Sally Yeh",Hong Kong,0,Plan B,0,2,6,49843.0,7.8,"A Hong Kong hitman accidentally blinds an innocent woman during a hit. He is determined to get her surgery to help her regain her sight but he needs to complete one more hit first. He completes the job but then is ambushed as he tries to escape: someone wants him dead. Meanwhile a resourceful, unorthodox police detective is hot on his trail."
845,Rustin,"Billy Stagen is a former professional football player and present-day sheriff in his hometown, the picturesque Rustin, Alabama.","Comedy, Drama",Parental Guidance,106,2023-09-13,Rick Johnson,"Rick Johnson, Meat Loaf, Ashley Johnson",United States,0,Higher Ground Productions,0,1,0,129.0,6.0,"Billy Stagen is a former professional football player and present-day sheriff in his hometown, the picturesque Rustin, Alabama."
846,Leave the World Behind,"A music documentary following the last tour of the band Swedish House Mafia in 2012/2013, the film tells a story of friendship and huge success.","Documentary, Music",Not Rated,95,2014-04-01,Christian Larson,"Steve Angello, Nikhil Chinappa, Axel Hedfors",United Kingdom,1,Esmail Corp,1,0,1,2298.0,7.7,"A music documentary following the last tour of the band Swedish House Mafia in 2012/2013, the film tells a story of friendship and huge success."
847,Chicken Run: Dawn of the Nugget,"Having pulled off an escape from Tweedy's farm, Ginger has found a peaceful island sanctuary for the whole flock. But back on the mainland the whole of chicken-kind faces a new threat, and Ginger and her team decide to break in.","Animation, Adventure, Comedy",Parental Guidance,98,2023-10-14,Sam Fell,"Thandiwe Newton, Bella Ramsey, Zachary Levi",United Kingdom,1,Aardman Animations,1,0,0,,,"Having pulled off a death-defying escape from Tweedy's farm, Ginger has finally found her dream - a peaceful island sanctuary for the whole flock, far from the dangers of the human world. When she and Rocky hatch a little girl called Molly, Ginger's happy ending seems complete. But back on the mainland the whole of chicken-kind faces a new and terrible threat. For Ginger and her team, even if it means putting their own hard-won freedom at risk - this time, they're breaking in."
